Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,X,Y,Latitude,Longitude,Elevation (m),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,City Generator Link
563,Daanheim,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Daans,Slovan Deities,6077,1407.29,595.74,28.59,9.78,7,14°C,Washington (D.C.),,port,citadel,walls,plaza,temple,shanty town,{t1:purpure;ordinaries:[{ordinary:bar;t:or;line:invecked}];charges:[{charge:eagle;t:vert;p:def;t2:argent;t3:vert;size:0.3}];shield:pavise},https://watabou.github.io/city-generator/?name=Daanheim&population=6077&size=26&seed=6028841150563&river=1&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=1&gates=-1&sea=1.07
564,Mankendam,De warme landen,Cherninogo Shire,Frijdaland,Frijdaland,Daans,Slovan Deities,1505,992.66,738.99,25.49,0.71,18,17°C,Lisbon (Portugal),,,citadel,,plaza,temple,,{t1:gules;charges:[{charge:bearRampant;t:argent;p:e;t2:or;t3:argent;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=Mankendam&population=1505&size=15&seed=6028841150564&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
565,Klein dwergenheem,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,1200,1280.97,554.18,29.49,7.02,328,12°C,Paris (France),,,citadel,,plaza,temple,,{t1:azure;division:{division:perPale;t:or;line:straight};ordinaries:[{ordinary:gore;t:argent}];shield:pavise},https://watabou.github.io/city-generator/?name=Klein+dwergenheem&population=1200&size=14&seed=6028841150565&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
566,Fea nar bosche,luschingen,luschingen,Frijdaland,Frijdaland,Daans,Slovan Deities,706,1018,777.68,24.65,1.27,75,18°C,Barcelona (Spain),,,,,plaza,,,{t1:argent;ordinaries:[{ordinary:bar;t:azure;line:invecked}];charges:[{charge:shipWheel;t:argent;p:def;size:0.3}];shield:polish},https://watabou.github.io/village-generator/?pop=706&name=&seed=6028841150566&width=1000&height=455&tags=highway%2Cuncultivated%2Cdense
567,Nedermaansteen,De warme landen,Cherninogo Shire,Frijdaland,Frijdaland,Daans,Slovan Deities,1433,963.7,792.88,24.32,0.08,101,17°C,Lisbon (Portugal),,,citadel,,plaza,,,{t1:azure;charges:[{charge:ladder;t:argent;p:jln;size:0.7}];shield:polish},https://watabou.github.io/city-generator/?name=Nedermaansteen&population=1433&size=15&seed=6028841150567&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
568,Schilfergat,Bosmeester landen,Bosmeester landen,Frijdaland,Frijdaland,Daans,Slovan Deities,193,1113.5,905.19,21.89,3.36,12,20°C,Alexandria (Egypt),,,,,plaza,,,{t1:bendySinister-purpure-argent;division:{division:perCross;t:or;line:straight};shield:polish},https://watabou.github.io/village-generator/?pop=193&name=&seed=6028841150568&width=600&height=273&tags=dead+end
569,Verlorenstap,De vrije waterlanden,De vrije waterlanden,Frijdaland,Frijdaland,Stinkman,Path of Remiradarin,404,890.64,769.38,24.83,-1.52,3,17°C,Lisbon (Portugal),,,,,,,,{t1:argent;charges:[{charge:lozengeFaceted;t:gules;p:kmo;size:0.5}];shield:renaissance},https://watabou.github.io/village-generator/?pop=404&name=&seed=6028841150569&width=800&height=364&tags=dead+end%2Cno+square%2Cdense
570,Schimbrugge,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Noordlander,Slovan Deities,822,1433.21,782.66,24.54,10.35,147,18°C,Barcelona (Spain),,,,,plaza,,,{t1:argent;charges:[{charge:raven;t:sable;p:def;t2:azure;size:0.5}];shield:pavise},https://watabou.github.io/village-generator/?pop=822&name=&seed=6028841150570&width=1000&height=455&tags=dead+end%2Cdense
571,Gruwelburcht,Onreine landen,Onreine landen,stinkland,De onzalige Stinklanden,Daans,No religion,344,1084.78,531.94,29.97,2.73,283,11°C,Antwerp (Belgium),,,citadel,,,,,{t1:vert;ordinaries:[{ordinary:pall;t:argent}];charges:[{charge:stagPassant;t:purpure;p:jleh;t2:purpure;size:0.5}];shield:polish},https://watabou.github.io/city-generator/?name=Gruwelburcht&population=344&size=9&seed=6028841150571&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
572,Roetdam,De vrije waterlanden,De vrije waterlanden,Frijdaland,Frijdaland,Daans,Path of Remiradarin,27,914.8,753.71,25.17,-0.99,101,16°C,Dubrovnik (Croatia),,,,,plaza,,,{t1:honeycombed-argent-gules;division:{division:perPile;t:purpure;line:straight};shield:polish},https://watabou.github.io/village-generator/?pop=27&name=&seed=6028841150572&width=400&height=182&tags=pond%2Cdead+end%2Csparse
573,Twijlschans,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Daans,Slovan Deities,2111,1413.84,624.87,27.96,9.93,12,15°C,Rome (Italy),,,citadel,walls,plaza,,shanty town,{t1:argent;charges:[{charge:mastiffStatant;t:sable;p:e;t2:sable;t3:vert;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=Twijlschans&population=2111&size=17&seed=6028841150573&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=1&gates=-1
574,Schelferdam,De warme landen,Cherninogo Shire,Frijdaland,Frijdaland,Daans,Slovan Deities,922,1023.35,720.66,25.89,1.39,42,17°C,Lisbon (Portugal),,,citadel,walls,plaza,,,{t1:argent;charges:[{charge:hand;t:vert;p:e;size:1.5;sinister:1}];shield:polish},https://watabou.github.io/city-generator/?name=Schelferdam&population=922&size=13&seed=6028841150574&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
575,Mijmerlo,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,2033,1123.6,838.41,23.33,3.58,147,18°C,Barcelona (Spain),,,citadel,walls,plaza,,,{t1:or;division:{division:perCross;t:argent;line:straight};charges:[{charge:axe;t:gules;p:e;t2:gules;divided:counter;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=Mijmerlo&population=2033&size=17&seed=6028841150575&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
576,Veldberg,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,2575,1215.85,615.66,28.16,5.6,571,10°C,London (England),,,citadel,,plaza,temple,,{t1:azure;charges:[{charge:mullet;t:argent;p:abcdefgzi;size:0.3}];shield:polish},https://watabou.github.io/city-generator/?name=Veldberg&population=2575&size=19&seed=6028841150576&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
577,Rottelburg,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,1800,1255.35,631.66,27.81,6.46,665,11°C,Antwerp (Belgium),,,citadel,walls,plaza,,shanty town,{t1:or;charges:[{charge:wheel;t:purpure;p:e;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=Rottelburg&population=1800&size=16&seed=6028841150577&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=1&gates=-1
578,Raspenveen,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Old Slovan Spirits,202,1203.16,513.95,30.36,5.32,283,11°C,Antwerp (Belgium),,,,,,,,{t1:or;charges:[{charge:ladder;t:gules;p:e;size:1.5}];shield:polish},https://watabou.github.io/village-generator/?pop=202&name=&seed=6028841150578&width=800&height=364&tags=highway%2Cuncultivated%2Cno+square
579,Klauwveen,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Old Slovan Spirits,303,1164.62,518.52,30.27,4.48,283,11°C,Antwerp (Belgium),,,,,,,,{t1:argent;charges:[{charge:drakkar;t:gules;p:e;t2:gules;t3:gules;size:1.5}];shield:polish},https://watabou.github.io/village-generator/?pop=303&name=&seed=6028841150579&width=800&height=364&tags=dead+end%2Cuncultivated%2Cno+square%2Cdense
580,Kruwerdam,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,389,1056.71,754.59,25.15,2.12,42,17°C,Lisbon (Portugal),,,,,,,,{t1:or;division:{division:perPale;t:purpure;line:rayonne};charges:[{charge:ladder;t:gules;p:p;size:0.7};{charge:plough;t:argent;p:q;size:0.7}];shield:polish},https://watabou.github.io/village-generator/?pop=389&name=&seed=6028841150580&width=800&height=364&tags=river%2Cdead+end%2Cno+square%2Cdense
581,Wiederveld,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,555,1176.2,553.81,29.5,4.73,283,12°C,Paris (France),,,,,plaza,,,{t1:argent;ordinaries:[{ordinary:chief;t:azure;line:straight}];charges:[{charge:pique;t:argent;p:abc;size:0.5}];shield:polish},https://watabou.github.io/village-generator/?pop=555&name=&seed=6028841150581&width=1000&height=455&tags=dead+end%2Cuncultivated%2Cdense
582,Gruisdam,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Daans,Slovan Deities,1988,1241.39,726.17,25.77,6.16,240,15°C,Rome (Italy),,,citadel,,plaza,,,{t1:argent;division:{division:perPale;t:azure;line:straight};charges:[{charge:wolfPassant;t:sable;p:p;t2:gules;t3:sable;size:0.7};{charge:fleurDeLis;t:or;p:q;size:0.7}];shield:polish},https://watabou.github.io/city-generator/?name=Gruisdam&population=1988&size=17&seed=6028841150582&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
583,Dreggewijk,luschingen,luschingen,Frijdaland,Frijdaland,Stinkman,Slovan Deities,230,996.62,866.08,22.73,0.8,12,19°C,Marrakesh (Morocco),,,,,plaza,,,{t1:or;charges:[{charge:snake;t:azure;p:e;t2:gules;size:1.5}];shield:renaissance},https://watabou.github.io/village-generator/?pop=230&name=&seed=6028841150583&width=800&height=364&tags=dead+end
584,Dollemans hoofd,Guiragoin,Guiragoin Earldom,Frijdaland,Frijdaland,Daans,Portuzian undefined,2304,728.34,934.6,21.25,-5.07,7,20°C,Alexandria (Egypt),,,citadel,walls,,,,{t1:or;ordinaries:[{ordinary:pale;t:gules;line:straight}];charges:[{charge:stagPassant;t:argent;p:kn;t2:argent;size:0.7}];shield:renaissance},https://watabou.github.io/city-generator/?name=Dollemans+hoofd&population=2304&size=18&seed=6028841150584&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
585,Krijgers einde,Guiragoin,Guiragoin Earldom,Frijdaland,Frijdaland,Daans,Portuzian undefined,1349,754.53,895.56,22.1,-4.49,12,20°C,Alexandria (Egypt),,,citadel,walls,plaza,,,{t1:azure;charges:[{charge:elephantHeadErased;t:argent;p:e;t2:argent;size:1.5}];shield:renaissance},https://watabou.github.io/city-generator/?name=Krijgers+einde&population=1349&size=15&seed=6028841150585&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
586,Stinkerhelle,Guiragoin,Guiragoin Earldom,Frijdaland,Frijdaland,Stinkman,Portuzian undefined,1300,769.3,917.04,21.63,-4.17,7,20°C,Alexandria (Egypt),,,citadel,walls,plaza,,,{t1:lozengy-argent-vert;ordinaries:[{ordinary:chevron;t:sable}];shield:renaissance},https://watabou.github.io/city-generator/?name=Stinkerhelle&population=1300&size=14&seed=6028841150586&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
587,Stinkend velde,Guiragoin,Guiragoin Earldom,Frijdaland,Frijdaland,Daans,Portuzian undefined,404,729.24,918.83,21.59,-5.05,25,20°C,Alexandria (Egypt),,,,walls,,,,{t1:argent;charges:[{charge:goutte;t:vert;p:jln;size:0.7}];shield:renaissance},https://watabou.github.io/city-generator/?name=Stinkend+velde&population=404&size=9&seed=6028841150587&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
588,rozenstad,Guiragoin,Guiragoin Earldom,Frijdaland,Frijdaland,Daans,Portuzian undefined,201,749.83,931.81,21.31,-4.6,12,20°C,Alexandria (Egypt),,,,walls,,,,{t1:barry-argent-purpure;ordinaries:[{ordinary:point;t:sable}];charges:[{charge:crossHummetty;t:azure;p:bdf;size:0.5}];shield:renaissance},https://watabou.github.io/city-generator/?name=rozenstad&population=201&size=7&seed=6028841150588&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
589,Geharder stad,New Artel,New Artel Colony,stinkland,De onzalige Stinklanden,Stinkman,Portuzian undefined,1300,684.61,959.28,20.72,-6.02,3,21°C,Tegucigalpa (Honduras),,,,,,,,{t1:vert;charges:[{charge:sabre;t:or;p:jln;t2:or;size:0.7}];shield:renaissance},https://watabou.github.io/village-generator/?pop=1300&name=&seed=6028841150589&width=1400&height=636&tags=isolated%2Cno+square%2Cdense
590,Noorder hoorn,Guiragoin,Guiragoin Earldom,Frijdaland,Frijdaland,Daans,Path of Remiradarin,1800,778.3,880.35,22.43,-3.97,3,20°C,Alexandria (Egypt),,port,citadel,walls,plaza,,,{t1:vert;ordinaries:[{ordinary:gyron;t:argent}];charges:[{charge:bowWithArrow;t:argent;p:bh;t2:argent;t3:argent;size:0.5}];shield:renaissance},https://watabou.github.io/city-generator/?name=Noorder+hoorn&population=1800&size=16&seed=6028841150590&river=0&coast=1&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=1.76
591,vissekops gat,Berevelia,Berevelia Island,Frijdaland,Frijdaland,Daans,Path of Remiradarin,420,926.1,620.44,28.06,-0.74,42,15°C,Rome (Italy),,port,,,plaza,,,{t1:maily-or-gules;division:{division:perCross;t:sable;line:straight};ordinaries:[{ordinary:chevronReversed;t:vert}];shield:renaissance},https://watabou.github.io/village-generator/?pop=420&name=&seed=6028841150591&width=800&height=364&tags=estuary%2Cisolated%2Cdense
592,Tallhem,Tallhem,Tallhem Region,Noordland,Noordland,Noordlander,No religion,400,1180.47,442.93,31.9,4.82,1062,4°C,Reykjavik (Iceland),,,,,,,,{t1:gules;division:{division:perBend;t:argent;line:embattledGhibellin};charges:[{charge:axe;t:or;p:l;t2:or;size:0.7};{charge:doveDisplayed;t:sable;p:m;size:0.7}];shield:round},https://watabou.github.io/village-generator/?pop=400&name=&seed=6028841150592&width=800&height=364&tags=dead+end%2Cuncultivated%2Cno+square%2Cdense
593,Järnskog,Tallhem,Tallhem Region,Noordland,Noordland,Stinkman,Soumi Faith,2311,1137.92,389.77,33.05,3.89,3,10°C,London (England),,,,walls,plaza,,,{t1:gules;charges:[{charge:mullet6;t:argent;p:jleh;size:0.5}];shield:renaissance},https://watabou.github.io/city-generator/?name=J%C3%A4rnskog&population=2311&size=18&seed=6028841150593&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
594,Snövarg,Laitia,Laitia Territory,Noordland,Noordland,Wildlands,No religion,1900,1441.76,260.34,35.86,10.54,1447,0°C,Murmansk (Russia),,,citadel,,plaza,,shanty town,{t1:argent;charges:[{charge:archer;t:gules;p:abc;t2:gules;t3:purpure;size:0.5}];shield:round},https://watabou.github.io/city-generator/?name=Sn%C3%B6varg&population=1900&size=17&seed=6028841150594&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=1&gates=-1
595,Frostlund,Laitia,Laitia Territory,Noordland,Noordland,Wildlands,No religion,692,1484.4,212.5,36.9,11.47,25,7°C,Montreal (Canada),,,,walls,plaza,,,{t1:vert;ordinaries:[{ordinary:chief;t:argent;line:straight}];charges:[{charge:saw;t:purpure;p:abc;t2:or;size:0.5}];shield:round},https://watabou.github.io/city-generator/?name=Frostlund&population=692&size=11&seed=6028841150595&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
596,Granskär ,Balbor,Balbor Islands,Noordland,Noordland,Noordlander,No religion,772,1489.56,540.65,29.79,11.58,18,13°C,Milan (Italy),,,citadel,walls,plaza,,,{t1:potentEnPointe-purpure-or-small;division:{division:perPale;t:argent;line:straight};charges:[{charge:stagPassant;t:or;p:p;t2:or;size:0.7};{charge:inescutcheon;t:gules;p:q;size:0.7}];shield:round},https://watabou.github.io/city-generator/?name=Gransk%C3%A4r+&population=772&size=12&seed=6028841150596&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
597,Björksund,Laitia,Laitia Territory,Noordland,Noordland,Noordlander,Soumi Faith,2800,1596.26,400.88,32.81,13.92,12,10°C,London (England),,,citadel,,plaza,temple,shanty town,{t1:argent;charges:[{charge:pike;t:azure;p:jln;t2:purpure;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Bj%C3%B6rksund&population=2800&size=19&seed=6028841150597&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=1&gates=-1
598,Kallträsk,Laitia,Laitia Territory,Noordland,Noordland,Noordlander,Soumi Faith,3022,1579.14,485.39,30.98,13.54,7,12°C,Paris (France),,port,citadel,walls,plaza,temple,shanty town,{t1:barry-argent-azure;charges:[{charge:mulletFaceted;t:gules;p:e;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Kalltr%C3%A4sk&population=3022&size=20&seed=6028841150598&river=0&coast=1&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=1&gates=-1&sea=0.46
599,Skärdsnö,Laitia,Laitia Territory,Noordland,Noordland,Noordlander,Soumi Faith,1358,1657.23,460.78,31.52,15.25,731,7°C,Montreal (Canada),,,citadel,walls,plaza,temple,,{t1:or;charges:[{charge:rustre;t:purpure;p:jlh;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Sk%C3%A4rdsn%C3%B6&population=1358&size=15&seed=6028841150599&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
600,Svärdhamn,Laitia,Laitia Territory,Noordland,Noordland,Noordlander,No religion,4300,1681.47,294.63,35.12,15.78,52,9°C,Copenhagen (Denmark),,port,citadel,walls,plaza,temple,,{t1:potentEnPointe-purpure-or-small;charges:[{charge:camel;t:or;p:e;t2:or;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Sv%C3%A4rdhamn&population=4300&size=22&seed=6028841150600&river=0&coast=1&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1&sea=1.23
601,Stormträdet,Holmbor,Holmbor Territory,Noordland,Noordland,Noordlander,Soumi Faith,3040,1331.7,462.21,31.49,8.13,42,12°C,Paris (France),,,citadel,walls,plaza,,shanty town,{t1:potentEnPointe-purpure-or-small;ordinaries:[{ordinary:cross;t:argent;line:straight}];charges:[{charge:martenCourant;t:or;p:acgi;t2:or;t3:argent;size:0.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Stormtr%C3%A4det&population=3040&size=20&seed=6028841150601&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=1&gates=-1
602,Snöholm,Laitia,Laitia Territory,Noordland,Noordland,Noordlander,Soumi Faith,1670,1402.66,448.3,31.79,9.68,2785,-5°C,Snag (Yukon),,,citadel,walls,plaza,temple,,{t1:or;ordinaries:[{ordinary:pileInBend;t:gules}];charges:[{charge:wolfPassant;t:argent;p:e;t2:argent;t3:sable;size:0.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Sn%C3%B6holm&population=1670&size=16&seed=6028841150602&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
603,Falktorp,Tallhem,Tallhem Region,Noordland,Noordland,Noordlander,Soumi Faith,4050,1174.82,372.72,33.42,4.7,63,10°C,London (England),,,citadel,walls,plaza,temple,shanty town,{t1:gules;ordinaries:[{ordinary:saltireParted;t:or;line:straight}];charges:[{charge:axe;t:gules;p:e;t2:or;size:1.5}];shield:renaissance},https://watabou.github.io/city-generator/?name=Falktorp&population=4050&size=22&seed=6028841150603&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=1&gates=-1
604,Lillskog,Laitia,Laitia Territory,Noordland,Noordland,Noordlander,Soumi Faith,2370,1544.2,429.05,32.2,12.78,42,11°C,Antwerp (Belgium),,,citadel,walls,plaza,temple,,{t1:purpure;charges:[{charge:falcon;t:argent;p:e;t2:argent;t3:or;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Lillskog&population=2370&size=18&seed=6028841150604&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
605,Storskog,Laitia,Laitia Territory,Noordland,Noordland,Noordlander,Soumi Faith,3040,1552.4,396.25,32.91,12.96,12,10°C,London (England),,,citadel,walls,plaza,,shanty town,{t1:potentEnPointe-purpure-or-small;division:{division:perCross;t:or;line:straight};shield:pavise},https://watabou.github.io/city-generator/?name=Storskog&population=3040&size=20&seed=6028841150605&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=1&gates=-1
606,Isfall,Laitia,Laitia Territory,Noordland,Noordland,Noordlander,Soumi Faith,3354,1620.15,335.28,34.24,14.44,220,9°C,Copenhagen (Denmark),,,citadel,walls,plaza,temple,,{t1:masoned-gules-argent;division:{division:perFess;t:or;line:straight};ordinaries:[{ordinary:saltireParted;t:azure;line:straight}];shield:pavise},https://watabou.github.io/city-generator/?name=Isfall&population=3354&size=20&seed=6028841150606&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
607,Isbro,Laitia,Laitia Territory,Noordland,Noordland,Noordlander,Soumi Faith,2300,1577.36,381.99,33.22,13.5,7,10°C,London (England),,,citadel,walls,plaza,temple,,{t1:argent;division:{division:perPile;t:azure;line:wavy};shield:pavise},https://watabou.github.io/city-generator/?name=Isbro&population=2300&size=18&seed=6028841150607&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
608,Högfjäll,Holmbor,Holmbor Territory,Noordland,Noordland,Wildlands,No religion,1902,1339.24,401.36,32.8,8.3,1270,2°C,Anchorage (Alaska),,,citadel,walls,plaza,,,{t1:potentEnPointe-purpure-or-small;division:{division:perCross;t:argent;line:straight};shield:round},https://watabou.github.io/city-generator/?name=H%C3%B6gfj%C3%A4ll&population=1902&size=17&seed=6028841150608&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
609,Blodmyr,Holmbor,Holmbor Territory,Noordland,Noordland,Noordlander,No religion,2010,1319.58,289.55,35.23,7.87,3,8°C,Prague (Czechia),,,citadel,walls,plaza,,,{t1:pappellony2-or-gules;division:{division:perSaltire;t:sable};ordinaries:[{ordinary:bordure;t:purpure}];shield:round},https://watabou.github.io/city-generator/?name=Blodmyr&population=2010&size=17&seed=6028841150609&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
610,Dödnäset,Tallhem,Tallhem Region,Noordland,Noordland,Wildlands,No religion,1800,1191.8,217.47,36.79,5.07,25,7°C,Montreal (Canada),,,citadel,walls,plaza,,,{t1:purpure;charges:[{charge:crossLatin;t:or;p:abcpqh;size:0.5}];shield:round},https://watabou.github.io/city-generator/?name=D%C3%B6dn%C3%A4set&population=1800&size=16&seed=6028841150610&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
611,Skuggby,Tallhem,Tallhem Region,Noordland,Noordland,Noordlander,Soumi Faith,302,1103.75,289.14,35.24,3.14,63,9°C,Copenhagen (Denmark),,,,walls,,,,{t1:potentEnPointe-purpure-or-small;ordinaries:[{ordinary:canton;t:argent}];charges:[{charge:stagPassant;t:or;p:def;t2:or;size:0.5}];shield:round},https://watabou.github.io/city-generator/?name=Skuggby&population=302&size=8&seed=6028841150611&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
612,Frostgrav,Tallhem,Tallhem Region,Noordland,Noordland,Noordlander,Soumi Faith,4020,1133.64,349.35,33.93,3.8,3,10°C,London (England),,port,citadel,walls,plaza,temple,shanty town,{t1:potentEnPointe-purpure-or-small;division:{division:perCross;t:argent;line:straight};charges:[{charge:carreau;t:or;p:jl;size:0.7}];shield:renaissance},https://watabou.github.io/city-generator/?name=Frostgrav&population=4020&size=22&seed=6028841150612&river=0&coast=1&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=1&gates=-1&sea=0.92
613,Svartmark,Tallhem,Tallhem Region,Noordland,Noordland,Noordlander,Soumi Faith,2010,1096.03,340.49,34.12,2.98,101,9°C,Copenhagen (Denmark),,,citadel,walls,plaza,temple,,{t1:potentEnPointe-purpure-or-small;division:{division:chevronny;t:argent};ordinaries:[{ordinary:bordure;t:or}];shield:round},https://watabou.github.io/city-generator/?name=Svartmark&population=2010&size=17&seed=6028841150613&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
614,Rasthamn,Holmbor,Holmbor Territory,Noordland,Noordland,Noordlander,Old Slovan Spirits,2800,1399.07,551.91,29.54,9.6,7,14°C,Washington (D.C.),,,citadel,walls,,,,{t1:purpure;ordinaries:[{ordinary:orle;t:argent}];charges:[{charge:crossBiparted;t:argent;p:e;size:1.1}];shield:pavise},https://watabou.github.io/city-generator/?name=Rasthamn&population=2800&size=19&seed=6028841150614&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
615,Nattväkt,Tallhem,Tallhem Region,Noordland,Noordland,Noordlander,Soumi Faith,2000,1210.89,331.49,34.32,5.49,33,9°C,Copenhagen (Denmark),,,citadel,walls,,,,{t1:potentEnPointe-purpure-or-small;division:{division:perChevron;t:argent;line:straight};ordinaries:[{ordinary:saltireParted;t:or;line:straight}];shield:renaissance},https://watabou.github.io/city-generator/?name=Nattv%C3%A4kt&population=2000&size=17&seed=6028841150615&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
616,Ödeslund,Laitia,Laitia Territory,Noordland,Noordland,Noordlander,No religion,705,1396.32,213.09,36.88,9.54,42,7°C,Montreal (Canada),,,citadel,walls,,,,{t1:argent;charges:[{charge:annulet;t:azure;p:e;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=%C3%96deslund&population=705&size=11&seed=6028841150616&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
